1.0	embattled US president	number in	cellar	LOCATION	0
1.0	Bush	fill	vacancy	PERSON	0
1.0	Bush	dump	defense secretary Donald Rumsfeld	PERSON	PERSON
1.0	he democratic foe	demand	end	0	0
1.0	combat	have	years	DURATION	O
1.0	US Congress	demand end to	war	LOCATION	0
1.0	Bush	say in	message aim	PERSON	0
1.0	post	leave since	July 2006	0	DATE
1.0	Lieutenant General David Petraeus 54	would replace	General George Casey	NUMBER	PERSON
1.0	Lieutenant General David Petraeus 54	would replace general george casey in	Iraq	NUMBER	LOCATION
1.0	he foe	demand end to	unpopular conflict	0	0
1.0	National Intelligence John Negroponte	have	Director	O	PERSON
1.0	President George W. Bush	pursue	overhaul of diplomatic	PERSON	0
1.0	vice admiral Michael McConnell	replace negroponte at	head of 16 US spy agency	PERSON	LOCATION
1.0	Casey 58	be	become	PERSON	0
1.0	nobody	be satisfy with	status quo	0	0
1.0	President George W. Bush on Friday	put touch on	a	0	0
1.0	leadership	have	overhaul	O	O
1.0	US	have	charge	O	LOCATION
1.0	he democratic foe	demand end to	unpopular conflict	0	0
1.0	war	be in	Iraq	0	LOCATION
0.5245217434442611	it	bring	war	0	0
1.0	he foe	demand end to	conflict	0	0
1.0	vice admiral Michael McConnell	replace	National Intelligence John Negroponte -- the first US ambassador to post-Saddam-Hussein Iraq --	PERSON	PERSON
1.0	Lieutenant General David Petraeus 54	would replace general george casey accord to	White house-endorsed recommendation from Defense Secretary Robert Gates	NUMBER	PERSON
1.0	Bush	have	foes	O	O
1.0	diplomatic	have	overhaul	O	O
1.0	staff	have	US Army chief	O	O
1.0	Bush	dump defense secretary donald rumsfeld at_time	year	PERSON	DATE
1.0	President George W. Bush	pursue	sweeping overhaul of diplomatic	PERSON	0
1.0	Bush	say in	message	PERSON	0
1.0	Americans	add	more combat troops	MISC	0
1.0	Bush	have	plan	O	O
0.4721164921210283	US president	director of	National Intelligence John Negroponte	LOCATION	PERSON
1.0	The embattled US president	have	core	O	O
1.0	US troops	have	number	O	O
1.0	Pakistan	be since	November 2004	LOCATION	DATE
1.0	he foe	demand	end	0	0
1.0	Bush	name	US spy chief	PERSON	LOCATION
1.0	Ryan Crocker	be	57	PERSON	NUMBER
1.0	Bush	escalate	number	PERSON	0
1.0	Condoleezza Rice	be 's	State Department 's	PERSON	ORGANIZATION
1.0	Casey 58	become	US Army chief	PERSON	ORGANIZATION
1.0	US Congress	demand	end	LOCATION	0
1.0	Robert Gates	be from	Defense	PERSON	ORGANIZATION
1.0	Bush	also fill	vacancy	PERSON	0
1.0	President George W. Bush	pursue	overhaul	PERSON	0
1.0	he job approval number	be in	cellar	0	0
1.0	Lieutenant General David Petraeus	would replace general george casey in	Iraq	PERSON	LOCATION
1.0	Nancy Pelosi	be speaker of	House	PERSON	ORGANIZATION
1.0	President George W. Bush	pursue	overhaul of US diplomatic	PERSON	LOCATION
1.0	Ryan Crocker	ambassador in	Pakistan	PERSON	LOCATION
1.0	US spy agencies	have	head	O	O
1.0	time	bring war to	close	0	0
1.0	State Condoleezza Rice	have	deputy	O	PERSON
1.0	his Democratic foes	have	responsibilities	O	O
1.0	nobody	be satisfy with	status quo in Iraq	0	LOCATION
1.0	Casey 58	become	US Army chief of staff	PERSON	ORGANIZATION
1.0	President George W. Bush	pursue	sweeping overhaul	PERSON	0
1.0	Bush	escalate number in	Iraq	PERSON	LOCATION
1.0	president	be	forwarding	0	0
1.0	it	be time after	nearly four year of combat	0	DURATION
