48	AFP_ENG_20070101.0057.LDC2009T13
49	AFP_ENG_20070101.0058.LDC2009T13
50	AFP_ENG_20070101.0061.LDC2009T13
51	AFP_ENG_20070101.0062.LDC2009T13
52	AFP_ENG_20070101.0063.LDC2009T13
53	AFP_ENG_20070101.0064.LDC2009T13
54	AFP_ENG_20070101.0065.LDC2009T13
55	AFP_ENG_20070101.0066.LDC2009T13
56	AFP_ENG_20070101.0067.LDC2009T13
57	AFP_ENG_20070101.0068.LDC2009T13
58	AFP_ENG_20070101.0070.LDC2009T13
59	AFP_ENG_20070101.0072.LDC2009T13
60	AFP_ENG_20070101.0073.LDC2009T13
61	AFP_ENG_20070101.0074.LDC2009T13
62	AFP_ENG_20070101.0075.LDC2009T13
63	AFP_ENG_20070101.0076.LDC2009T13
64	AFP_ENG_20070101.0078.LDC2009T13
65	AFP_ENG_20070101.0079.LDC2009T13
66	AFP_ENG_20070101.0080.LDC2009T13
67	AFP_ENG_20070101.0081.LDC2009T13
68	AFP_ENG_20070101.0082.LDC2009T13
69	AFP_ENG_20070101.0083.LDC2009T13
70	AFP_ENG_20070101.0084.LDC2009T13
71	AFP_ENG_20070101.0085.LDC2009T13
72	AFP_ENG_20070101.0086.LDC2009T13
73	AFP_ENG_20070101.0088.LDC2009T13
74	AFP_ENG_20070101.0089.LDC2009T13
75	AFP_ENG_20070101.0090.LDC2009T13
76	AFP_ENG_20070101.0091.LDC2009T13
77	AFP_ENG_20070101.0092.LDC2009T13
78	AFP_ENG_20070101.0093.LDC2009T13
79	AFP_ENG_20070101.0094.LDC2009T13
80	AFP_ENG_20070101.0095.LDC2009T13
81	AFP_ENG_20070101.0097.LDC2009T13
82	AFP_ENG_20070101.0098.LDC2009T13
83	AFP_ENG_20070101.0100.LDC2009T13
84	AFP_ENG_20070101.0101.LDC2009T13
85	AFP_ENG_20070101.0102.LDC2009T13
86	AFP_ENG_20070101.0103.LDC2009T13
87	AFP_ENG_20070101.0104.LDC2009T13
88	AFP_ENG_20070101.0105.LDC2009T13
89	AFP_ENG_20070101.0107.LDC2009T13
90	AFP_ENG_20070101.0108.LDC2009T13
91	AFP_ENG_20070101.0110.LDC2009T13
92	AFP_ENG_20070101.0111.LDC2009T13
93	AFP_ENG_20070101.0112.LDC2009T13
94	AFP_ENG_20070101.0113.LDC2009T13
95	AFP_ENG_20070101.0115.LDC2009T13
96	AFP_ENG_20070101.0116.LDC2009T13
97	AFP_ENG_20070101.0118.LDC2009T13
98	AFP_ENG_20070101.0119.LDC2009T13
99	AFP_ENG_20070101.0120.LDC2009T13
100	AFP_ENG_20070101.0121.LDC2009T13
101	AFP_ENG_20070101.0122.LDC2009T13
102	AFP_ENG_20070101.0123.LDC2009T13
103	AFP_ENG_20070101.0124.LDC2009T13
104	AFP_ENG_20070101.0125.LDC2009T13
105	AFP_ENG_20070101.0127.LDC2009T13
106	AFP_ENG_20070101.0128.LDC2009T13
107	AFP_ENG_20070101.0129.LDC2009T13
108	AFP_ENG_20070101.0130.LDC2009T13
109	AFP_ENG_20070101.0132.LDC2009T13
110	AFP_ENG_20070101.0134.LDC2009T13
111	AFP_ENG_20070101.0135.LDC2009T13
112	AFP_ENG_20070101.0136.LDC2009T13
113	AFP_ENG_20070101.0137.LDC2009T13
114	AFP_ENG_20070101.0138.LDC2009T13
115	AFP_ENG_20070101.0139.LDC2009T13
116	AFP_ENG_20070101.0140.LDC2009T13
117	AFP_ENG_20070101.0141.LDC2009T13
118	AFP_ENG_20070101.0142.LDC2009T13
119	AFP_ENG_20070101.0143.LDC2009T13
120	AFP_ENG_20070101.0144.LDC2009T13
121	AFP_ENG_20070101.0145.LDC2009T13
122	AFP_ENG_20070101.0146.LDC2009T13
123	AFP_ENG_20070101.0147.LDC2009T13
124	AFP_ENG_20070101.0149.LDC2009T13
125	AFP_ENG_20070101.0150.LDC2009T13
126	AFP_ENG_20070101.0152.LDC2009T13
127	AFP_ENG_20070101.0153.LDC2009T13
128	AFP_ENG_20070101.0155.LDC2009T13
129	AFP_ENG_20070101.0156.LDC2009T13
130	AFP_ENG_20070101.0157.LDC2009T13
131	AFP_ENG_20070101.0158.LDC2009T13
132	AFP_ENG_20070101.0159.LDC2009T13
133	AFP_ENG_20070101.0160.LDC2009T13
134	AFP_ENG_20070101.0162.LDC2009T13
135	AFP_ENG_20070101.0164.LDC2009T13
136	AFP_ENG_20070101.0165.LDC2009T13
137	AFP_ENG_20070101.0166.LDC2009T13
138	AFP_ENG_20070101.0167.LDC2009T13
139	AFP_ENG_20070101.0169.LDC2009T13
140	AFP_ENG_20070101.0170.LDC2009T13
141	AFP_ENG_20070101.0171.LDC2009T13
142	AFP_ENG_20070101.0172.LDC2009T13
143	AFP_ENG_20070101.0174.LDC2009T13
144	AFP_ENG_20070101.0177.LDC2009T13
145	AFP_ENG_20070101.0179.LDC2009T13
146	AFP_ENG_20070101.0180.LDC2009T13
147	AFP_ENG_20070101.0181.LDC2009T13
148	AFP_ENG_20070101.0182.LDC2009T13
149	AFP_ENG_20070101.0183.LDC2009T13
150	AFP_ENG_20070101.0184.LDC2009T13
151	AFP_ENG_20070101.0189.LDC2009T13
152	AFP_ENG_20070101.0191.LDC2009T13
153	AFP_ENG_20070101.0192.LDC2009T13
154	AFP_ENG_20070101.0193.LDC2009T13
155	AFP_ENG_20070101.0197.LDC2009T13
156	AFP_ENG_20070101.0198.LDC2009T13
157	AFP_ENG_20070101.0199.LDC2009T13
158	AFP_ENG_20070101.0200.LDC2009T13
159	AFP_ENG_20070101.0201.LDC2009T13
160	AFP_ENG_20070101.0202.LDC2009T13
161	AFP_ENG_20070101.0204.LDC2009T13
162	AFP_ENG_20070101.0205.LDC2009T13
163	AFP_ENG_20070101.0206.LDC2009T13
164	AFP_ENG_20070101.0207.LDC2009T13
165	AFP_ENG_20070101.0208.LDC2009T13
166	AFP_ENG_20070101.0211.LDC2009T13
167	AFP_ENG_20070101.0212.LDC2009T13
168	AFP_ENG_20070101.0213.LDC2009T13
169	AFP_ENG_20070101.0214.LDC2009T13
170	AFP_ENG_20070101.0215.LDC2009T13
171	AFP_ENG_20070101.0216.LDC2009T13
172	AFP_ENG_20070101.0217.LDC2009T13
173	AFP_ENG_20070101.0218.LDC2009T13
174	AFP_ENG_20070101.0219.LDC2009T13
175	AFP_ENG_20070101.0220.LDC2009T13
176	AFP_ENG_20070101.0221.LDC2009T13
177	AFP_ENG_20070101.0222.LDC2009T13
178	AFP_ENG_20070101.0223.LDC2009T13
179	AFP_ENG_20070101.0225.LDC2009T13
180	AFP_ENG_20070101.0226.LDC2009T13
181	AFP_ENG_20070101.0227.LDC2009T13
182	AFP_ENG_20070101.0228.LDC2009T13
183	AFP_ENG_20070101.0229.LDC2009T13
184	AFP_ENG_20070101.0231.LDC2009T13
185	AFP_ENG_20070101.0234.LDC2009T13
186	AFP_ENG_20070101.0235.LDC2009T13
187	AFP_ENG_20070101.0236.LDC2009T13
188	AFP_ENG_20070101.0237.LDC2009T13
189	AFP_ENG_20070101.0238.LDC2009T13
190	AFP_ENG_20070101.0239.LDC2009T13
191	AFP_ENG_20070101.0240.LDC2009T13
192	AFP_ENG_20070101.0241.LDC2009T13
193	AFP_ENG_20070101.0243.LDC2009T13
194	AFP_ENG_20070101.0244.LDC2009T13
195	AFP_ENG_20070101.0246.LDC2009T13
196	AFP_ENG_20070101.0247.LDC2009T13
197	AFP_ENG_20070101.0248.LDC2009T13
198	AFP_ENG_20070101.0249.LDC2009T13
199	AFP_ENG_20070101.0251.LDC2009T13
200	AFP_ENG_20070101.0252.LDC2009T13
201	AFP_ENG_20070101.0256.LDC2009T13
202	AFP_ENG_20070101.0257.LDC2009T13
203	AFP_ENG_20070101.0258.LDC2009T13
204	AFP_ENG_20070101.0259.LDC2009T13
205	AFP_ENG_20070101.0260.LDC2009T13
206	AFP_ENG_20070101.0261.LDC2009T13
207	AFP_ENG_20070101.0262.LDC2009T13
208	AFP_ENG_20070101.0263.LDC2009T13
209	AFP_ENG_20070101.0264.LDC2009T13
210	AFP_ENG_20070101.0265.LDC2009T13
211	AFP_ENG_20070101.0268.LDC2009T13
212	AFP_ENG_20070101.0269.LDC2009T13
213	AFP_ENG_20070101.0270.LDC2009T13
214	AFP_ENG_20070101.0271.LDC2009T13
215	AFP_ENG_20070101.0272.LDC2009T13
216	AFP_ENG_20070101.0273.LDC2009T13
217	AFP_ENG_20070101.0274.LDC2009T13
218	AFP_ENG_20070101.0275.LDC2009T13
219	AFP_ENG_20070101.0277.LDC2009T13
220	AFP_ENG_20070101.0278.LDC2009T13
221	AFP_ENG_20070101.0279.LDC2009T13
222	AFP_ENG_20070101.0280.LDC2009T13
223	AFP_ENG_20070101.0281.LDC2009T13
224	AFP_ENG_20070101.0282.LDC2009T13
225	AFP_ENG_20070101.0285.LDC2009T13
226	AFP_ENG_20070101.0286.LDC2009T13
227	AFP_ENG_20070101.0287.LDC2009T13
228	AFP_ENG_20070101.0288.LDC2009T13
229	AFP_ENG_20070101.0289.LDC2009T13
230	AFP_ENG_20070101.0291.LDC2009T13
231	AFP_ENG_20070101.0292.LDC2009T13
232	AFP_ENG_20070101.0293.LDC2009T13
233	AFP_ENG_20070101.0294.LDC2009T13
234	AFP_ENG_20070101.0295.LDC2009T13
235	AFP_ENG_20070101.0297.LDC2009T13
236	AFP_ENG_20070101.0298.LDC2009T13
237	AFP_ENG_20070101.0299.LDC2009T13
238	AFP_ENG_20070101.0300.LDC2009T13
239	AFP_ENG_20070101.0301.LDC2009T13
240	AFP_ENG_20070101.0302.LDC2009T13
241	AFP_ENG_20070101.0303.LDC2009T13
242	AFP_ENG_20070101.0305.LDC2009T13
243	AFP_ENG_20070101.0306.LDC2009T13
244	AFP_ENG_20070101.0307.LDC2009T13
245	AFP_ENG_20070101.0308.LDC2009T13
246	AFP_ENG_20070101.0309.LDC2009T13
247	AFP_ENG_20070101.0311.LDC2009T13
248	AFP_ENG_20070101.0312.LDC2009T13
249	AFP_ENG_20070101.0313.LDC2009T13
250	AFP_ENG_20070101.0314.LDC2009T13
251	AFP_ENG_20070101.0315.LDC2009T13
252	AFP_ENG_20070101.0316.LDC2009T13
253	AFP_ENG_20070101.0317.LDC2009T13
254	AFP_ENG_20070101.0318.LDC2009T13
255	AFP_ENG_20070101.0319.LDC2009T13
256	AFP_ENG_20070101.0320.LDC2009T13
257	AFP_ENG_20070101.0321.LDC2009T13
258	AFP_ENG_20070101.0322.LDC2009T13
259	AFP_ENG_20070101.0323.LDC2009T13
260	AFP_ENG_20070101.0324.LDC2009T13
261	AFP_ENG_20070101.0325.LDC2009T13
262	AFP_ENG_20070101.0326.LDC2009T13
263	AFP_ENG_20070101.0327.LDC2009T13
264	AFP_ENG_20070102.0003.LDC2009T13
265	AFP_ENG_20070102.0004.LDC2009T13
266	AFP_ENG_20070102.0006.LDC2009T13
267	AFP_ENG_20070102.0007.LDC2009T13
268	AFP_ENG_20070102.0008.LDC2009T13
269	AFP_ENG_20070102.0009.LDC2009T13
270	AFP_ENG_20070102.0010.LDC2009T13
271	AFP_ENG_20070102.0012.LDC2009T13
272	AFP_ENG_20070102.0013.LDC2009T13
273	AFP_ENG_20070102.0015.LDC2009T13
274	AFP_ENG_20070102.0016.LDC2009T13
275	AFP_ENG_20070102.0018.LDC2009T13
276	AFP_ENG_20070102.0019.LDC2009T13
277	AFP_ENG_20070102.0020.LDC2009T13
278	AFP_ENG_20070102.0021.LDC2009T13
279	AFP_ENG_20070102.0022.LDC2009T13
280	AFP_ENG_20070102.0023.LDC2009T13
281	AFP_ENG_20070102.0024.LDC2009T13
282	AFP_ENG_20070102.0025.LDC2009T13
283	AFP_ENG_20070102.0027.LDC2009T13
284	AFP_ENG_20070102.0028.LDC2009T13
285	AFP_ENG_20070102.0029.LDC2009T13
286	AFP_ENG_20070102.0030.LDC2009T13
287	AFP_ENG_20070102.0031.LDC2009T13
288	AFP_ENG_20070102.0032.LDC2009T13
289	AFP_ENG_20070102.0033.LDC2009T13
290	AFP_ENG_20070102.0034.LDC2009T13
291	AFP_ENG_20070102.0035.LDC2009T13
292	AFP_ENG_20070102.0036.LDC2009T13
293	AFP_ENG_20070102.0037.LDC2009T13
294	AFP_ENG_20070102.0038.LDC2009T13
295	AFP_ENG_20070102.0039.LDC2009T13
296	AFP_ENG_20070102.0040.LDC2009T13
297	AFP_ENG_20070102.0041.LDC2009T13
298	AFP_ENG_20070102.0044.LDC2009T13
299	AFP_ENG_20070102.0045.LDC2009T13
300	AFP_ENG_20070102.0046.LDC2009T13
301	AFP_ENG_20070102.0048.LDC2009T13
302	AFP_ENG_20070102.0049.LDC2009T13
303	AFP_ENG_20070102.0051.LDC2009T13
304	AFP_ENG_20070102.0052.LDC2009T13
305	AFP_ENG_20070102.0053.LDC2009T13
306	AFP_ENG_20070102.0055.LDC2009T13
307	AFP_ENG_20070102.0056.LDC2009T13
308	AFP_ENG_20070102.0057.LDC2009T13
309	AFP_ENG_20070102.0058.LDC2009T13
310	AFP_ENG_20070102.0059.LDC2009T13
311	AFP_ENG_20070102.0060.LDC2009T13
312	AFP_ENG_20070102.0061.LDC2009T13
313	AFP_ENG_20070102.0062.LDC2009T13
314	AFP_ENG_20070102.0063.LDC2009T13
315	AFP_ENG_20070102.0066.LDC2009T13
316	AFP_ENG_20070102.0067.LDC2009T13
317	AFP_ENG_20070102.0068.LDC2009T13
318	AFP_ENG_20070102.0069.LDC2009T13
319	AFP_ENG_20070102.0070.LDC2009T13
320	AFP_ENG_20070102.0071.LDC2009T13
321	AFP_ENG_20070102.0072.LDC2009T13
322	AFP_ENG_20070102.0073.LDC2009T13
323	AFP_ENG_20070102.0074.LDC2009T13
324	AFP_ENG_20070102.0075.LDC2009T13
325	AFP_ENG_20070102.0077.LDC2009T13
326	AFP_ENG_20070102.0078.LDC2009T13
327	AFP_ENG_20070102.0079.LDC2009T13
328	AFP_ENG_20070102.0080.LDC2009T13
329	AFP_ENG_20070102.0081.LDC2009T13
330	AFP_ENG_20070102.0082.LDC2009T13
331	AFP_ENG_20070102.0083.LDC2009T13
332	AFP_ENG_20070102.0084.LDC2009T13
333	AFP_ENG_20070102.0085.LDC2009T13
334	AFP_ENG_20070102.0087.LDC2009T13
335	AFP_ENG_20070102.0088.LDC2009T13
336	AFP_ENG_20070102.0089.LDC2009T13
337	AFP_ENG_20070102.0090.LDC2009T13
338	AFP_ENG_20070102.0091.LDC2009T13
339	AFP_ENG_20070102.0093.LDC2009T13
340	AFP_ENG_20070102.0094.LDC2009T13
341	AFP_ENG_20070102.0095.LDC2009T13
342	AFP_ENG_20070102.0096.LDC2009T13
343	AFP_ENG_20070102.0097.LDC2009T13
344	AFP_ENG_20070102.0098.LDC2009T13
345	AFP_ENG_20070102.0099.LDC2009T13
346	AFP_ENG_20070102.0100.LDC2009T13
347	AFP_ENG_20070102.0101.LDC2009T13
348	AFP_ENG_20070102.0102.LDC2009T13
349	AFP_ENG_20070102.0103.LDC2009T13
350	AFP_ENG_20070102.0104.LDC2009T13
351	AFP_ENG_20070102.0105.LDC2009T13
352	AFP_ENG_20070102.0106.LDC2009T13
353	AFP_ENG_20070102.0107.LDC2009T13
354	AFP_ENG_20070102.0108.LDC2009T13
355	AFP_ENG_20070102.0109.LDC2009T13
356	AFP_ENG_20070102.0110.LDC2009T13
357	AFP_ENG_20070102.0111.LDC2009T13
358	AFP_ENG_20070102.0112.LDC2009T13
359	AFP_ENG_20070102.0113.LDC2009T13
360	AFP_ENG_20070102.0114.LDC2009T13
361	AFP_ENG_20070102.0116.LDC2009T13
362	AFP_ENG_20070102.0118.LDC2009T13
363	AFP_ENG_20070102.0120.LDC2009T13
364	AFP_ENG_20070102.0121.LDC2009T13
365	AFP_ENG_20070102.0122.LDC2009T13
366	AFP_ENG_20070102.0123.LDC2009T13
367	AFP_ENG_20070102.0124.LDC2009T13
368	AFP_ENG_20070102.0125.LDC2009T13
369	AFP_ENG_20070102.0126.LDC2009T13
370	AFP_ENG_20070102.0127.LDC2009T13
371	AFP_ENG_20070102.0128.LDC2009T13
372	AFP_ENG_20070102.0129.LDC2009T13
373	AFP_ENG_20070102.0130.LDC2009T13
374	AFP_ENG_20070102.0131.LDC2009T13
375	AFP_ENG_20070102.0132.LDC2009T13
376	AFP_ENG_20070102.0134.LDC2009T13
377	AFP_ENG_20070102.0135.LDC2009T13
378	AFP_ENG_20070102.0136.LDC2009T13
379	AFP_ENG_20070102.0137.LDC2009T13
380	AFP_ENG_20070102.0138.LDC2009T13
381	AFP_ENG_20070102.0140.LDC2009T13
382	AFP_ENG_20070102.0141.LDC2009T13
383	AFP_ENG_20070102.0142.LDC2009T13
384	AFP_ENG_20070102.0143.LDC2009T13
385	AFP_ENG_20070102.0144.LDC2009T13
386	AFP_ENG_20070102.0145.LDC2009T13
387	AFP_ENG_20070102.0146.LDC2009T13
388	AFP_ENG_20070102.0147.LDC2009T13
389	AFP_ENG_20070102.0148.LDC2009T13
390	AFP_ENG_20070102.0149.LDC2009T13
391	AFP_ENG_20070102.0150.LDC2009T13
392	AFP_ENG_20070102.0151.LDC2009T13
393	AFP_ENG_20070102.0152.LDC2009T13
394	AFP_ENG_20070102.0153.LDC2009T13
395	AFP_ENG_20070102.0157.LDC2009T13
396	AFP_ENG_20070102.0158.LDC2009T13
397	AFP_ENG_20070102.0159.LDC2009T13
398	AFP_ENG_20070102.0160.LDC2009T13
399	AFP_ENG_20070102.0161.LDC2009T13
400	AFP_ENG_20070102.0163.LDC2009T13
401	AFP_ENG_20070102.0165.LDC2009T13
402	AFP_ENG_20070102.0166.LDC2009T13
403	AFP_ENG_20070102.0167.LDC2009T13
404	AFP_ENG_20070102.0169.LDC2009T13
405	AFP_ENG_20070102.0170.LDC2009T13
406	AFP_ENG_20070102.0171.LDC2009T13
407	AFP_ENG_20070102.0172.LDC2009T13
408	AFP_ENG_20070102.0173.LDC2009T13
409	AFP_ENG_20070102.0174.LDC2009T13
410	AFP_ENG_20070102.0175.LDC2009T13
411	AFP_ENG_20070102.0176.LDC2009T13
412	AFP_ENG_20070102.0177.LDC2009T13
413	AFP_ENG_20070102.0178.LDC2009T13
414	AFP_ENG_20070102.0179.LDC2009T13
415	AFP_ENG_20070102.0180.LDC2009T13
416	AFP_ENG_20070102.0181.LDC2009T13
417	AFP_ENG_20070102.0184.LDC2009T13
418	AFP_ENG_20070102.0185.LDC2009T13
419	AFP_ENG_20070102.0186.LDC2009T13
420	AFP_ENG_20070102.0187.LDC2009T13
421	AFP_ENG_20070102.0188.LDC2009T13
422	AFP_ENG_20070102.0189.LDC2009T13
423	AFP_ENG_20070102.0190.LDC2009T13
424	AFP_ENG_20070102.0191.LDC2009T13
425	AFP_ENG_20070102.0192.LDC2009T13
426	AFP_ENG_20070102.0194.LDC2009T13
427	AFP_ENG_20070102.0195.LDC2009T13
428	AFP_ENG_20070102.0196.LDC2009T13
429	AFP_ENG_20070102.0198.LDC2009T13
430	AFP_ENG_20070102.0199.LDC2009T13
431	AFP_ENG_20070102.0200.LDC2009T13
432	AFP_ENG_20070102.0201.LDC2009T13
433	AFP_ENG_20070102.0202.LDC2009T13
434	AFP_ENG_20070102.0203.LDC2009T13
435	AFP_ENG_20070102.0204.LDC2009T13
436	AFP_ENG_20070102.0205.LDC2009T13
437	AFP_ENG_20070102.0206.LDC2009T13
438	AFP_ENG_20070102.0207.LDC2009T13
439	AFP_ENG_20070102.0208.LDC2009T13
440	AFP_ENG_20070102.0209.LDC2009T13
441	AFP_ENG_20070102.0211.LDC2009T13
442	AFP_ENG_20070102.0213.LDC2009T13
443	AFP_ENG_20070102.0214.LDC2009T13
444	AFP_ENG_20070102.0215.LDC2009T13
445	AFP_ENG_20070102.0216.LDC2009T13
446	AFP_ENG_20070102.0217.LDC2009T13
447	AFP_ENG_20070102.0219.LDC2009T13
448	AFP_ENG_20070102.0220.LDC2009T13
449	AFP_ENG_20070102.0221.LDC2009T13
450	AFP_ENG_20070102.0222.LDC2009T13
451	AFP_ENG_20070102.0223.LDC2009T13
452	AFP_ENG_20070102.0224.LDC2009T13
453	AFP_ENG_20070102.0225.LDC2009T13
454	AFP_ENG_20070102.0227.LDC2009T13
455	AFP_ENG_20070102.0228.LDC2009T13
456	AFP_ENG_20070102.0229.LDC2009T13
457	AFP_ENG_20070102.0230.LDC2009T13
458	AFP_ENG_20070102.0231.LDC2009T13
459	AFP_ENG_20070102.0232.LDC2009T13
460	AFP_ENG_20070102.0233.LDC2009T13
461	AFP_ENG_20070102.0234.LDC2009T13
462	AFP_ENG_20070102.0235.LDC2009T13
463	AFP_ENG_20070102.0236.LDC2009T13
464	AFP_ENG_20070102.0237.LDC2009T13
465	AFP_ENG_20070102.0238.LDC2009T13
466	AFP_ENG_20070102.0239.LDC2009T13
467	AFP_ENG_20070102.0240.LDC2009T13
468	AFP_ENG_20070102.0241.LDC2009T13
469	AFP_ENG_20070102.0243.LDC2009T13
470	AFP_ENG_20070102.0244.LDC2009T13
471	AFP_ENG_20070102.0247.LDC2009T13
472	AFP_ENG_20070102.0249.LDC2009T13
473	AFP_ENG_20070102.0250.LDC2009T13
474	AFP_ENG_20070102.0251.LDC2009T13
475	AFP_ENG_20070102.0253.LDC2009T13
476	AFP_ENG_20070102.0254.LDC2009T13
477	AFP_ENG_20070102.0256.LDC2009T13
478	AFP_ENG_20070102.0257.LDC2009T13
479	AFP_ENG_20070102.0259.LDC2009T13
480	AFP_ENG_20070102.0260.LDC2009T13
481	AFP_ENG_20070102.0261.LDC2009T13
482	AFP_ENG_20070102.0262.LDC2009T13
483	AFP_ENG_20070102.0263.LDC2009T13
484	AFP_ENG_20070102.0264.LDC2009T13
485	AFP_ENG_20070102.0265.LDC2009T13
486	AFP_ENG_20070102.0266.LDC2009T13
487	AFP_ENG_20070102.0268.LDC2009T13
488	AFP_ENG_20070102.0269.LDC2009T13
489	AFP_ENG_20070102.0271.LDC2009T13
490	AFP_ENG_20070102.0273.LDC2009T13
491	AFP_ENG_20070102.0274.LDC2009T13
492	AFP_ENG_20070102.0275.LDC2009T13
493	AFP_ENG_20070102.0276.LDC2009T13
494	AFP_ENG_20070102.0277.LDC2009T13
495	AFP_ENG_20070102.0278.LDC2009T13
496	AFP_ENG_20070102.0279.LDC2009T13
497	AFP_ENG_20070102.0280.LDC2009T13
498	AFP_ENG_20070102.0281.LDC2009T13
499	AFP_ENG_20070102.0282.LDC2009T13
500	AFP_ENG_20070102.0283.LDC2009T13
501	AFP_ENG_20070102.0284.LDC2009T13
502	AFP_ENG_20070102.0285.LDC2009T13
503	AFP_ENG_20070102.0286.LDC2009T13
504	AFP_ENG_20070102.0287.LDC2009T13
505	AFP_ENG_20070102.0288.LDC2009T13
506	AFP_ENG_20070102.0289.LDC2009T13
507	AFP_ENG_20070102.0292.LDC2009T13
508	AFP_ENG_20070102.0293.LDC2009T13
509	AFP_ENG_20070102.0295.LDC2009T13
510	AFP_ENG_20070102.0296.LDC2009T13
511	AFP_ENG_20070102.0297.LDC2009T13
512	AFP_ENG_20070102.0298.LDC2009T13
513	AFP_ENG_20070102.0301.LDC2009T13
514	AFP_ENG_20070102.0303.LDC2009T13
515	AFP_ENG_20070102.0304.LDC2009T13
516	AFP_ENG_20070102.0305.LDC2009T13
517	AFP_ENG_20070102.0306.LDC2009T13
518	AFP_ENG_20070102.0307.LDC2009T13
519	AFP_ENG_20070102.0308.LDC2009T13
520	AFP_ENG_20070102.0309.LDC2009T13
521	AFP_ENG_20070102.0310.LDC2009T13
522	AFP_ENG_20070102.0311.LDC2009T13
523	AFP_ENG_20070102.0312.LDC2009T13
524	AFP_ENG_20070102.0313.LDC2009T13
525	AFP_ENG_20070102.0317.LDC2009T13
526	AFP_ENG_20070102.0318.LDC2009T13
527	AFP_ENG_20070102.0319.LDC2009T13
528	AFP_ENG_20070102.0320.LDC2009T13
529	AFP_ENG_20070102.0321.LDC2009T13
530	AFP_ENG_20070102.0322.LDC2009T13
531	AFP_ENG_20070102.0323.LDC2009T13
532	AFP_ENG_20070102.0324.LDC2009T13
533	AFP_ENG_20070102.0325.LDC2009T13
534	AFP_ENG_20070102.0326.LDC2009T13
535	AFP_ENG_20070102.0327.LDC2009T13
536	AFP_ENG_20070102.0328.LDC2009T13
537	AFP_ENG_20070102.0330.LDC2009T13
538	AFP_ENG_20070102.0332.LDC2009T13
539	AFP_ENG_20070102.0333.LDC2009T13
540	AFP_ENG_20070102.0334.LDC2009T13
541	AFP_ENG_20070102.0335.LDC2009T13
542	AFP_ENG_20070102.0336.LDC2009T13
543	AFP_ENG_20070102.0337.LDC2009T13
544	AFP_ENG_20070102.0339.LDC2009T13
545	AFP_ENG_20070102.0340.LDC2009T13
546	AFP_ENG_20070102.0341.LDC2009T13
547	AFP_ENG_20070102.0342.LDC2009T13
548	AFP_ENG_20070102.0343.LDC2009T13
549	AFP_ENG_20070102.0344.LDC2009T13
550	AFP_ENG_20070102.0346.LDC2009T13
551	AFP_ENG_20070102.0347.LDC2009T13
552	AFP_ENG_20070102.0348.LDC2009T13
553	AFP_ENG_20070102.0351.LDC2009T13
554	AFP_ENG_20070102.0352.LDC2009T13
555	AFP_ENG_20070102.0353.LDC2009T13
556	AFP_ENG_20070102.0354.LDC2009T13
557	AFP_ENG_20070102.0355.LDC2009T13
558	AFP_ENG_20070102.0357.LDC2009T13
559	AFP_ENG_20070102.0359.LDC2009T13
